id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9088,Alphabet Fleet Inn B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",24 Toulinquet Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",
9089,Whispering Wind Cove Cottages,5.0,Excellent,[],252 Bayview Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.617375, -54.7506699)",
9090,Tranquility Hill B & B,,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Self-Serve Laundry', 'Non-smoking rooms']",82A Black Duck Cove Rd Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",
9091,Admirals Bed & Breakfast,,,[],20 Youngs Lane ,Canada,Kimberley British Columbia,"(44.4047029954446, -64.3270635293321)",
9092,Harbour Lights Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",189 Main Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6547259, -54.7737673)",
9093,Rum Runner's Roost Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",139 Main Stree Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",
9094,Kelsie's Inn - B & B,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms']",14 Toulinguet Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6428118, -54.741904)",
9095,Waterside Cabins,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Kitchenette']",115A Main Street Twillingate Newfoundland and ,Canada,Kimberley British Columbia,"(49.6623078, -54.7780326)",
9096,Twillingate Century House Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Accessible rooms', 'Family Rooms']",33 Main Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6623078, -54.7780326)",
9097,Peyton's Woods RV Park and Campground,4.0,Very good,['Pets Allowed ( Dog / Pet Friendly )'],Back Harbour Road Twillingate Newfoundland and ,Canada,Kimberley British Columbia,"(49.6575059, -54.7773989)",
9098,Sunset Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)']",14 Church St. Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",
9099,Dove's Nest B&B,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",Drongs Hill Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",
9100,Beach Rock Bed & Breakfast,5.0,,[],Little Harbour ,Canada,Kimberley British Columbia,"(45.6422801, -62.5446961)",
9101,Cow Bay Pioneer Guesthouse,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",167 3rd Ave E Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3162148, -130.3195525)",
9102,Tall Trees Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9103,Crest Hotel,4.0,Very good,"['Free parking', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",222 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",
9104,First Avenue Executive Suites,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Dry Cleaning', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",931 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",
9105,Enchanted Rainforest Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Babysitting', 'Breakfast Available', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",706 Ritchie St Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3014647, -130.3326384)",
9106,Eagle Bluff Lighthouse Bed and Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",201 Cow Bay Rd Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3186771, -130.3189587)",
9107,Black Rooster Guesthouse,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Kitchenette', 'Non-smoking rooms', 'Suites']",501 6th Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3090044, -130.32472)",
9108,Totem Lodge Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1335 Park Avenue Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3077286, -130.3341303)",
9109,Prestige Prince Rupert Hotel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",118 6th St Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3113172, -130.3282171)",
9110,Pillsbury Guest House,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",1 Pacific Pl Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9111,Pacific Inn & Suites Kamloops,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Spa', 'Airport transportation', 'Banquet Room', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1820 Rogers Pl Kamloops British Columbia,Canada,Kimberley British Columbia,"(50.65219775, -120.370088611888)",
9112,JavaLodge,4.5,,[],516 3rd Ave W ,Canada,Kimberley British Columbia,"(47.6434731, -122.3609198)",
9113,Moby Dick Inn,3.0,Average,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Non-smoking rooms']",935 2nd Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3083491, -130.3339026)",
9114,Victory Cove Seaside Cottages,5.0,Excellent,[], Prince Rupert British ,Canada,Kimberley British Columbia,"(54.3126572, -130.32549)",
9115,Aleeda Motel,3.0,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",900 3rd Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3080793, -130.3341364)",
9116,Pioneer Inns,,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9117,Highliner Plaza Hotel & Conference Centre,2.5,Average,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available']",815 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",
9118,Huckleberry Cottage,3.5,,[],445 7th Ave E ,Canada,Kimberley British Columbia,"(44.55875866, -80.93120798)",
9119,Anchor Inn Hotel,4.0,Very good,"['Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Business Centre with Internet Access', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",1 Water Street Little Current Ontario,Canada,Kimberley British Columbia,"(45.9804438, -81.9224709)",
9120,Service Park Bed and Breakfast,4.0,,[],445 4th Ave W ,Canada,Kimberley British Columbia,"(44.5545007, -80.946558825)",
9121,Basinview Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",Exits 24 or 25 Approximately 5 minutes from Digb Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",
9122,Dockside Suites,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",34 Water St Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6235795, -65.7561606)",
9123,Digby Pines Golf Resort & Spa,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",103 Shore Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6346571, -65.7616488)",
9124,Harbourview Inn,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",25 Harbourview Road Digby Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",
9125,Cliffside B & B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9126,Admiral Digby Inn and Cottages,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Breakfast Available', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",441 Shore Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6462009371155, -65.7578347444666)",
9127,Hedley House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",375 Rr #1 Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",
9128,Come From Away B&B Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",98 Montague Row Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6201516, -65.75460288)",
9129,Harmony Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9130,Whale Cove Campground & Inn,4.5,Excellent,"['Free parking', 'Free Internet', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access']",50 Whale Cove Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.4319128554125, -66.1635835677547)",
9131,Ocean Hillside Bed And Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']",24 Annavista Hts Digby Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",
9132,Digby Backpackers Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Non-smoking rooms']",168 Queen Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6254218, -65.7584863)",
9133,Summer's Country Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9134,Seawinds Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",90 Montaque Row Digby Nov,Canada,Kimberley British Columbia,"(58.2843833, 32.5169757)",
9135,The Villages of Mountain Gap Resort,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9136,Siesta Motel,3.5,Very good,"['Free Internet', 'Free parking', 'Non-smoking hotel', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",81 Montague Row Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6192178333333, -65.7545793333333)",
9137,Shoreline Suites,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room']",78 Water Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.269661055034, -66.3305259840229)",
9138,The Breakers Bed & Breakfast,3.0,Average,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Refrigerator in room', 'Suites']",5 Water Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6219354666667, -65.7557036333333)",
9139,Montague Row Bed & Breakfast,5.0,,[],66 Montague Row ,Canada,Kimberley British Columbia,"(44.6183817, -65.7540427)",
9140,The Olde Village Inn,3.5,,[],387 Church Hill Road ,Canada,Kimberley British Columbia,"(44.4912770026178, -66.0882701982742)",
9141,Ocean Breeze Bed & Breakfast,3.0,Average,[],359 Shore Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6427568081794, -65.7566248610356)",
9142,Ridge Valley Campground,,,[],2561 Ridge Rd ,Canada,Kimberley British Columbia,"(40.1485033526153, -78.8700733282719)",
9143,Clark's Sunny Isle Motel,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",720 Water St E Summerside Prince Edward Island,Canada,Kimberley British Columbia,"(46.3993718588205, -63.7574069626287)",
9144,Summerside Inn Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",98 Summer St Summerside Prince Edward Island,Canada,Kimberley British Columbia,"(46.39515, -63.790446)",
