id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
57,B&B on Balsam,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Non-smoking rooms']",311 Balsam Ave Alberta,Canada,"(52.8809491666667, -118.082823)",
58,105 Patricia Street Accommodation,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",105 Patricia Street Alberta,Canada,"(52.8836746363636, -118.079180181818)",
59,All Seasons Accommodations,,,[],708 Patricia Street Alberta,Canada,"(52.8735437841161, -118.083902212396)",
60,HI-Beauty Creek Wilderness Hostel,4.5,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Wheelchair Access', 'Refrigerator in room']",Hwy 93 North Alberta,Canada,"(33.573657877551, -117.734323142857)",
62,HI-Maligne Canyon Wilderness Hostel,4.0,Very good,['Free parking'],Maligne Lake Road Alberta,Canada,"(52.9103815, -118.0602187)",
63,Alpine Manor,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Kitchenette']",723 Patricia Street Alberta,Canada,"(52.8727963008072, -118.085051303106)",
64,804 Miette Guest House,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",804 Miette Avenue Alberta,Canada,"(52.8751822435406, -118.090611277742)",
65,Doe a Deer Accommodation,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",400 Pyramid Lake Road Alberta,Canada,"(52.878485, -118.086578)",
66,Blue Moose Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room']",909 Pyramid Lake Road Alberta,Canada,"(52.8744778057287, -118.092650798774)",
67,Cabin Creek Jasper,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms']",1220 Cabin Creek Drive Alberta,Canada,"(52.8704012936558, -118.101607892093)",
68,Cedargate,4.5,,[],108 Connaught Dr. Alberta,Canada,"(52.8831888571429, -118.078389285714)",
69,Irma Fadi Accommodations,5.0,,[],306 Geikie Street Alberta,Canada,"(52.8800356666667, -118.081857333333)",
70,316 Patricia Street,4.0,,[],316 Patricia Street Alberta,Canada,"(52.879542, -118.080647)",
71,Calla's Palace,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']",717 Geikie St Alberta,Canada,"(52.8735999429077, -118.085494960729)",
72,Caruso's Accommodation,2.5,Average,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room']",719 Geikie Street Alberta,Canada,"(52.8735282952718, -118.085700640486)",
79,Belles Mountain Chalet,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Kitchenette']",116 Geikie Street Alberta,Canada,"(52.88274225, -118.081081875)",
80,Chalet Patricia,4.5,,[],310 Patricia Alberta,Canada,"(53.50839425, -113.591159304251)",
81,Castle Guest House,4.0,Very good,['Free High Speed Internet (WiFi)'], ,Canada,"('nil', 'nil')",
82,Bjorn s Beds,4.5,Excellent,[],802 Tonquin Street Alberta,Canada,"(52.8742359912805, -118.089428844793)",
83,A&A Accommodation,4.0,Very good,"['Free parking', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",110 Conaught Drive Alberta,Canada,"(55.001251, -115.002136)",
84,Jasper Mountain Suites,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Bar/Lounge', 'Non-smoking hotel', 'Public Wifi', 'Minibar', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",226 Colin Crescent ,Canada,"(52.881092, -118.083364)",
85,Shovel Pass Lodge,,,[], Alberta,Canada,"(55.001251, -115.002136)",
86,De Rock Arch Place,4.5,Excellent,[],823 Geikie Street Alberta,Canada,"(52.872408, -118.090222333333)",
87,Grizzly's Den Bed and Breakfast,,,[],727 Patricia Street Alberta,Canada,"(52.872653346938, -118.085492433143)",
88,Mountain Mist B&B,4.5,Excellent,[],809 Miette Avenue Alberta,Canada,"(52.8749090470915, -118.089497864966)",
89,Rainees Rooms B&B,4.5,Excellent,['Public Wifi'],6 Aspen Crescent ,Canada,"(-27.6317045, 153.0407117)",
90,Angela's Accommodation B&B,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Refrigerator in room']",19 Patricia Circle Alberta,Canada,"(52.8850768, -118.078951261518)",
91,Roony's Accommodations,4.0,,[],1114 Patricia Crescent Alberta,Canada,"(52.8694226539421, -118.099550443082)",
92,Alpine Meadows Suite,4.5,Excellent,[],1210 Cabin Creek Dr Alberta,Canada,"(52.8700823638548, -118.101976072617)",
93,Colin House,5.0,,[],214 Colin Crescent Alberta,Canada,"(52.8817769517102, -118.082640363674)",
94,Creekside Accommodation,3.5,,[],1232 Cabin Creek Drive Alberta,Canada,"(52.8714437, -118.099809)",
95,Mountain Memories,4.0,,[],712 Connaught Drive Alberta,Canada,"(52.8721168954482, -118.085323695225)",
96,304 Geikie Street,4.5,,[],304 Geikie Street ,Canada,"(52.8803983333333, -118.081754666667)",
97,Hayward House,4.0,,[],736 Patricia Street Alberta,Canada,"(52.872496749663, -118.086899878287)",
98,Brewster Accommodation,5.0,,[], Alberta,Canada,"(55.001251, -115.002136)",
99,Evergreen Guest House,3.0,,[],907 Pyramid Lake Road Alberta,Canada,"(52.8745621691505, -118.092436596748)",
100,Birks Bed & Breakfast,,,[],739 Patricia St. Alberta,Canada,"(52.872315692631, -118.086840978427)",
101,Geikie Suites,,,[],309 Geikie St Alberta,Canada,"(52.8801865, -118.081509)",
113,Mountain Side Suites,,,[],1203 Cabin Creek Drive Alberta,Canada,"(52.868794364492, -118.103450640598)",
117,Greenwood Lodge,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",104 Geikie Street Alberta,Canada,"(52.88389575, -118.080745125)",
120,Coast Canmore Hotel & Conference Centre,,,[],511 Bow Valley Trail Canmore Alberta,Canada,"(51.0874021, -115.34520550431)",
121,Best Western Pocaterra Inn,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1725 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",109.0
122,Falcon Crest Lodge by CLIQUE,,,[],190 Kananaskis Way Canmore Alberta,Canada,"(51.08259215, -115.341785640953)",
123,Rocky Mountain Ski Lodge,,,[],1711 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",79.0
124,Super 8 by Wyndham Canmore,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1506 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",98.0
126,Stoneridge Mountain Resort by CLIQUE,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",30 Lincoln Park Canmore Alberta,Canada,"(51.0818843, -115.341390014196)",156.0
127,Silver Creek Lodge,4.0,Very good,"['Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1818 Mountain Ave Canmore Alberta,Canada,"(51.1005883, -115.359206659906)",109.0
128,Copperstone Resort by CLIQUE,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",250 2 Ave Alberta,Canada,"(-1.2390035, -80.8158159)",
129,Lady Macdonald Country Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",1201 Bow Valley Trail Canmore Alberta,Canada,"(51.0911574, -115.350393596952)",160.0
130,Creekside Villa,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",709 Benchlands Trail Canmore Alberta,Canada,"(51.08738515, -115.326490358613)",131.0
131,Rundle Cliffs Luxury Mountain Lodge,4.5,Excellent,"['Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",375 Spring Creek Dr Canmore Alberta,Canada,"(51.0843471, -115.3459237)",
132,The Howling Wolf Bed & Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Refrigerator in room', 'Non-smoking rooms']",506 2 St Canmore Alberta,Canada,"(51.08369105, -115.353951447311)",155.0
133,A Bear and Bison Canadian Country Inn,5.0,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",705 Benchlands Trail Canmore Alberta,Canada,"(51.08707905, -115.326722636395)",182.0
134,Quality Resort Chateau Canmore,3.0,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1718 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",
135,Grande Rockies Resort - Bellstar Hotels & Resorts,3.5,Very good,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",901 Mountain St Canmore Alberta,Canada,"(51.09114145, -115.347951425001)",
136,Days Inn by Wyndham Canmore,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1602 2 Ave Canmore Alberta,Canada,"(51.09641945, -115.355815490929)",99.0
137,Basecamp Lodge,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Conference Facilities', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1002 Bow Valley Trail Canmore Alberta,Canada,"(51.08994395, -115.350422059851)",89.0
138,Basecamp Resorts,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1102 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",107.0
139,The Lodges at Canmore,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",107 Montane Rd Canmore Alberta,Canada,"(51.0850916, -115.3427885)",104.0
140,HI-Canmore/Alpine Club of Canada,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",201 Indian Flats Road Canmore Alberta,Canada,"(51.0780053, -115.3099243)",450.0
141,Canadian Rockies Chalets,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1206 Bow Valley Trail Canmore Alberta,Canada,"(51.0748046, -115.3325832)",
142,Mystic Springs Chalets & Hot Pools,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",140 Kananaskis Way Canmore Alberta,Canada,"(51.0865451, -115.3423641)",
143,Solara Resort & Spa - Bellstar Hotels & Resorts,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",187 Kananaskis Way Canmore Alberta,Canada,"(51.0840803, -115.3420407)",
144,Georgetown Inn,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",1101 Bow Valley Trail Canmore Alberta,Canada,"(51.0906659, -115.349833160299)",
145,Blackstone Mountain Lodge by CLIQUE,,,[],170 Kananaskis Way Canmore Alberta,Canada,"(51.08449355, -115.340614395316)",
146,Lamphouse Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",610 8th Street Canmore Alberta,Canada,"(55.001251, -115.002136)",98.0
147,Canmore Inn & Suites,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1402 Bow Valley Trail Canmore Alberta,Canada,"(51.0937754, -115.354540789205)",80.0
148,Canmore Rocky Mountain Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1719 Bow Valley Trail Canmore Alberta,Canada,"(51.10036005, -115.359982326946)",85.0
149,The Malcolm Hotel by Clique,4.5,Excellent,"['Pool', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",321 Spring Creek Dr Canmore Alberta,Canada,"(51.08649535, -115.351882581548)",136.0
151,Windtower Lodge & Suites,3.5,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Conference Facilities', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Wind Tower 100-160 Kananaskis Way Canmore Alberta,Canada,"(55.001251, -115.002136)",89.0
152,The Drake Inn,,,[],909 Railway Ave Canmore Alberta,Canada,"(51.0896663, -115.354949730075)",74.0
153,Mountain View Inn,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",100 Kananaskis Way Canmore Alberta,Canada,"(51.08651795, -115.345301481877)",
154,Fire Mountain Lodge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Kitchenette', 'Non-smoking rooms', 'Suites']",121 Kananaskis Way Canmore Alberta,Canada,"(51.08615415, -115.343637776719)",
